Fecha;NroInscripcion;Matricula;Tpcm;SnkComerciante;Agrupacion;Acto;Libro;Tipo Documento;SnkActo
26/01/2018;5977;612226;97;1032;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;5978;607374;1;26242;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;5979;607374;1;26242;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;5980;487780;1;5364;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;5981;487780;1;5364;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;5982;607194;1;3663;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;5983;584495;1;9260;OTROS ACTOS;33 - MUTACIONES ESTABLECIMIENTOS DE COMERCIO LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;400
26/01/2018;5984;573543;12;29298;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;5985;607194;1;3663;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;5986;573543;12;29298;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;5987;607391;1;27965;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;5988;607509;1;21145;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;5989;607510;1;11883;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;5990;607510;1;11883;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;5991;601189;1;8668;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;5992;607378;1;1992;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;5993;607378;1;1992;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;5994;608320;97;9113;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;5995;472460;1;14250;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;5996;559516;1;8231;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;5997;559516;1;8231;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;5998;625353;98;5268;DEPURACION ESTABLECIMIENTO;29 - CANCELACIÓN MATRÍCULA MERCANTIL ESTABLECIMIENTO DE COMERCIO EN VIRTUD DEL ARTÍCULO 31 LEY 1727 DE 2014 (LIBRO 15);15 - DE LOS MATRICULADOS;COMUNICACIÓN;373
26/01/2018;5999;461619;1;13797;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;6000;602340;1;5006;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6001;602340;1;5006;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;6002;607497;12;16669;MATRICULA COMERCIANTE;9 - MATRICULA COMERCIANTE PERSONA JURIDICA;15 - DE LOS MATRICULADOS;FORMULARIO;175
26/01/2018;6003;598176;1;9397;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6004;598176;1;9397;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;6005;607315;1;24001;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6006;607290;1;18501;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6007;607290;1;18501;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6008;607315;1;24001;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6009;531819;1;18569;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;6010;607373;1;11390;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6011;607373;1;11390;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6012;553689;12;9483;OTROS ACTOS;32 - MUTACIONES COMERCIANTE LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;393
26/01/2018;6013;192622;1;11381;OTROS ACTOS;33 - MUTACIONES ESTABLECIMIENTOS DE COMERCIO LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;400
26/01/2018;6014;542148;12;15637;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6015;585177;1;11831;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6016;585177;1;11831;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;6017;594024;1;21064;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6018;594024;1;21064;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;6019;483606;12;23652;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6020;607515;1;1708;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6021;444171;12;15967;OTROS ACTOS;32 - MUTACIONES COMERCIANTE LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;393
26/01/2018;6022;444171;12;15967;OTROS ACTOS;33 - MUTACIONES ESTABLECIMIENTOS DE COMERCIO LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;400
26/01/2018;6023;607518;1;27029;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6024;607517;12;22760;MATRICULA COMERCIANTE;9 - MATRICULA COMERCIANTE PERSONA JURIDICA;15 - DE LOS MATRICULADOS;FORMULARIO;175
26/01/2018;6025;578649;1;17175;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6026;578649;1;17175;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;6027;605163;1;20652;OTROS ACTOS;32 - MUTACIONES COMERCIANTE LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;393
26/01/2018;6028;607519;12;13565;MATRICULA COMERCIANTE;9 - MATRICULA COMERCIANTE PERSONA JURIDICA;15 - DE LOS MATRICULADOS;FORMULARIO;175
26/01/2018;6029;605163;1;20652;OTROS ACTOS;33 - MUTACIONES ESTABLECIMIENTOS DE COMERCIO LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;400
26/01/2018;6030;607519;12;13565;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6031;607517;12;22760;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6032;580913;1;19631;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6033;580913;1;19631;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;6034;343465;3;15346;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6035;594020;1;19224;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6036;607522;1;14645;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6037;607413;1;26728;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6038;607413;1;26728;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6039;607411;1;16364;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6040;607525;12;22584;MATRICULA COMERCIANTE;9 - MATRICULA COMERCIANTE PERSONA JURIDICA;15 - DE LOS MATRICULADOS;FORMULARIO;175
26/01/2018;6041;607525;12;22584;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6042;607411;1;16364;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6043;590260;1;649;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6044;607181;1;9207;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6045;607181;1;9207;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6046;563291;12;15405;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6047;607412;1;28001;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6048;607412;1;28001;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6049;520520;1;24531;OTROS ACTOS;33 - MUTACIONES ESTABLECIMIENTOS DE COMERCIO LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;400
26/01/2018;6050;548801;12;22803;OTROS ACTOS;32 - MUTACIONES COMERCIANTE LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;393
26/01/2018;6051;607533;12;421;MATRICULA COMERCIANTE;9 - MATRICULA COMERCIANTE PERSONA JURIDICA;15 - DE LOS MATRICULADOS;FORMULARIO;175
26/01/2018;6052;607415;1;18939;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6053;607415;1;18939;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6054;607418;1;17027;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6055;607418;1;17027;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6056;607420;1;25546;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6057;607350;1;14796;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6058;607420;1;25546;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6059;607350;1;14796;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6060;430997;12;8335;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6061;607535;12;26379;MATRICULA COMERCIANTE;9 - MATRICULA COMERCIANTE PERSONA JURIDICA;15 - DE LOS MATRICULADOS;FORMULARIO;175
26/01/2018;6062;607355;1;23321;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6063;607535;12;26379;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6064;607355;1;23321;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6065;606721;12;19944;OTROS ACTOS;32 - MUTACIONES COMERCIANTE LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;393
26/01/2018;6066;607416;1;19576;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6067;606721;12;19944;OTROS ACTOS;33 - MUTACIONES ESTABLECIMIENTOS DE COMERCIO LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;400
26/01/2018;6068;607422;1;588;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6069;607422;1;588;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6070;607431;1;12889;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6071;607431;1;12889;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6072;607416;1;19576;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6073;607419;1;24834;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6074;124789;1;15026;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6075;607192;1;20992;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6076;607192;1;20992;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6077;607419;1;24834;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6078;607536;1;27040;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6079;480778;1;17817;OTROS ACTOS;32 - MUTACIONES COMERCIANTE LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;393
26/01/2018;6080;480778;1;17817;OTROS ACTOS;33 - MUTACIONES ESTABLECIMIENTOS DE COMERCIO LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;400
26/01/2018;6081;607423;1;10603;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6082;434040;1;27012;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;DOCUMENTO PRIVADO;48
26/01/2018;6083;607423;1;10603;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6084;607432;1;24144;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6085;607537;12;6227;MATRICULA COMERCIANTE;9 - MATRICULA COMERCIANTE PERSONA JURIDICA;15 - DE LOS MATRICULADOS;FORMULARIO;175
26/01/2018;6086;607432;1;24144;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6087;546079;12;27222;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6088;546079;12;27222;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6089;607433;1;19723;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6090;607433;1;19723;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6091;569728;12;9517;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6092;607437;1;16167;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6093;607437;1;16167;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6094;607293;1;24428;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6095;607293;1;24428;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6096;607242;12;15535;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6097;527790;1;3591;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6098;527790;1;3591;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6099;500299;1;28383;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
26/01/2018;6100;500299;1;28383;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
26/01/2018;6101;635104;98;5426;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
26/01/2018;6102;607439;1;103;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
26/01/2018;6103;607439;1;103;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
29/01/2018;6104;607538;12;23080;MATRICULA COMERCIANTE;9 - MATRICULA COMERCIANTE PERSONA JURIDICA;15 - DE LOS MATRICULADOS;FORMULARIO;175
29/01/2018;6105;543477;1;20375;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
29/01/2018;6106;607440;1;9200;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
29/01/2018;6107;607442;1;3794;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
29/01/2018;6108;592650;1;11686;OTROS ACTOS;32 - MUTACIONES COMERCIANTE LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;393
29/01/2018;6109;607440;1;9200;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
29/01/2018;6110;607442;1;3794;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
29/01/2018;6111;592650;1;11686;OTROS ACTOS;33 - MUTACIONES ESTABLECIMIENTOS DE COMERCIO LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;400
29/01/2018;6112;580662;1;19799;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
29/01/2018;6113;580662;1;19799;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
29/01/2018;6114;606828;12;14902;OTROS ACTOS;32 - MUTACIONES COMERCIANTE LIBRO 15;15 - DE LOS MATRICULADOS;COMUNICACIÓN;393
29/01/2018;6115;607541;1;1159;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
29/01/2018;6116;483409;1;673;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;COMUNICACIÓN;48
29/01/2018;6117;607542;1;23850;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
29/01/2018;6118;607542;1;23850;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
29/01/2018;6119;607543;12;19996;MATRICULA COMERCIANTE;9 - MATRICULA COMERCIANTE PERSONA JURIDICA;15 - DE LOS MATRICULADOS;FORMULARIO;175
29/01/2018;6120;607444;1;25356;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
29/01/2018;6121;607446;1;28396;MATRICULA COMERCIANTE;1 - MATRICULA COMERCIANTE PERSONA NATURAL;15 - DE LOS MATRICULADOS;FORMULARIO;21
29/01/2018;6122;607444;1;25356;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
29/01/2018;6123;571603;12;1380;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;ACTA;48
29/01/2018;6124;607446;1;28396;MATRICULA ESTABLECIMIENTO;8 - MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;FORMULARIO;161
29/01/2018;6125;410704;12;8979;CANCELACION ESTABLECIMIENTO;10 - CANCELACION MATRICULA ESTABLECIMIENTO DE COMERCIO;15 - DE LOS MATRICULADOS;COMUNICACIÓN;190
29/01/2018;6126;410704;12;8979;CANCELACION-P NATURAL;2 - CANCELACION MATRICULA COMERCIANTE;15 - DE LOS MATRICULADOS;DOCUMENTO PRIVADO;48
